FREQUENCY;AMPLITUDE;AMPLITUDE_REAL;AMPLITUDE_IMAGINARY
109;0,35961536980155523;-0,0824443157123554;0,35003735372704264
110;0,5473597269616525;-0,521446416603206;-0,1664220697840597
111;0,2488587068657337;0,24529769054885497;-0,041948766302280616
112;0,18901122011966848;-0,18864221648216384;0,011804892706933363
113;0,10176459035948766;-0,08686471884107198;0,05301464393632992
114;0,03433839611064615;-0,019244734547583697;-0,028438805172592556
115;0,16560099667202957;0,15560336380270845;-0,056668185713427494
116;0,1068204688101017;0,10236823496156457;-0,030518142598523583
117;0,14824180433794096;0,1472716747532805;0,016931815281662266
118;0,027771723240139996;0,026613622006678102;-0,007936229294355786
119;0,30351895333301215;0,06270733818519057;0,29697061263716873
120;0,23606093739686643;0,22127039391415726;-0,0822446286499062
121;0,13410366594697112;0,11777597219977903;-0,06412966234757278
122;0,09856339706863924;-0,09619004887083929;0,021499249752858638
123;0,14012323521157055;0,13641319387960613;-0,03203063505024705
124;0,07483222750365519;0,07158350304332557;0,02180973097507178
125;0,3111487446817509;0,23969307035215456;0,1983954972830445
126;0,03870849469507553;0,036214980658266366;-0,013668311434851173
127;0,22605989753977992;0,14807883309437736;-0,1708090643528713
128;0,263332878154;0,263332878154;0
129;0,22605989753977931;0,14807883309437686;0,1708090643528709
130;0,03870849469507549;0,036214980658266296;0,013668311434851255
131;0,31114874468174997;0,23969307035215387;-0,19839549728304384
132;0,074832227503655;0,07158350304332539;-0,02180973097507173
133;0,14012323521157022;0,13641319387960577;0,03203063505024712
134;0,09856339706863912;-0,09619004887083916;-0,021499249752858697
135;0,13410366594697085;0,11777597219977881;0,06412966234757267
136;0,2360609373968659;0,22127039391415676;0,08224462864990609
137;0,30351895333301154;0,06270733818519045;-0,2969706126371682
138;0,027771723240139976;0,02661362200667809;0,007936229294355751
139;0,14824180433794068;0,14727167475328024;-0,016931815281662183
140;0,10682046881010139;0,10236823496156426;0,030518142598523566
141;0,16560099667202927;0,15560336380270814;0,05666818571342744
142;0,03433839611064618;-0,019244734547583776;0,028438805172592542
143;0,10176459035948761;-0,08686471884107189;-0,053014643936329986
144;0,1890112201196682;-0,18864221648216356;-0,011804892706933398
145;0,24885870686573333;0,24529769054885464;0,04194876630228064
146;0,5473597269616518;-0,5214464166032055;0,16642206978405932
147;0,35961536980155495;-0,08244431571235528;-0,35003735372704237
148;0,1471480697964316;-0,020625256066925262;0,1456954126147741
149;0,24450538748853035;-0,1641699415124097;-0,1811935838122541
150;0,2082057274974913;0,20553326611974018;0,03325208987284368
151;0,11518105317953027;0,06738531987387016;-0,09341249208238683
152;0,08049869417390257;0,061040504808044405;-0,05247948681611325
153;0,11685552490093122;-0,09036861448015487;-0,0740859447993295
154;0,13267800125126594;-0,047539721574748214;-0,12386858717457928
155;0,07126749368096723;-0,07097979803473006;-0,006397181138254146
156;0,17154454533902705;-0,1663405640569785;-0,04193265773570456
157;0,10349642319184721;-0,0939785883130668;0,043353599068463
158;0,06915843709278739;0,011984877539651079;0,06811205569850758
159;0,08069753472959983;-0,07454249946850883;-0,030911290565460568
160;0,05708860879109686;0,0057782283290163244;0,056795434068951836
161;0,05066536595123582;0,006537405911622912;-0,05024183148452417
162;0,018562421713701774;0,01043603126400737;0,015350985353845135
163;0,0930745503129291;-0,08996384714690614;-0,023861645426962487
164;0,040681844117690776;0,036277947013195325;-0,018409861523756336
165;0,016474126752961005;-0,00007111090175144358;0,016473973276422346
166;0,04116841022492551;-0,03532061070551805;0,02114928981873848
167;0,025012549837518085;-0,02404714047340501;-0,0068820552472828
168;0,024702559346206118;-0,011157067601733683;0,022039425600118977
169;0,030071104743260958;-0,023769063843054265;0,018420177645858415
170;0,017830832012312156;-0,015335907728072716;0,009096620493751262
171;0,023471932166845955;-0,022311917170882878;0,0072876574977615155
172;0,01972328730465682;-0,016665012154051372;0,010549191059382559
173;0,020041574522694547;-0,014335688579819345;0,014005454019458144
174;0,02268502681685671;-0,004850652055384805;0,022160361376094465
175;0,04421921671595312;-0,04352490965534652;0,007805214056408126
176;0,03952122144338679;-0,013063119087891834;-0,037299890939153854
177;0,016204075637313235;-0,014738135977322922;0,006734939878997294
178;0,05063176869073793;-0,017361243039339655;-0,0475622039111033
179;0,012772994122016537;-0,006954087766305697;-0,010714011488680905
180;0,10587008625623533;-0,06618720603978669;-0,08263007273716715
181;0,007153789790864676;-0,006846388767365898;-0,002074528673690894
182;0,11475811617398846;-0,09008943857900162;-0,07108669555073528
183;0,1413078045891738;0,1412755198887643;0,0030204499617594444
184;0,10437799052272492;-0,09608509196591092;0,04077278513254266
185;0,0739160532739395;0,024356421694827542;-0,06978787612343278
186;0,09091427514688981;-0,07617090743910532;0,04963263327073868
187;0,13829664276391695;0,08571326137716445;-0,10853201474155152
188;0,024754168415549792;0,0006378534204957986;0,024745949102011923
189;0,12402610042805132;-0,03338712271561709;-0,11944778618359318
190;0,07723179699473932;0,009158827091300871;-0,07668680690541418
191;0,10499745242920075;-0,09755544542493332;0,03882525060531006
192;0,06662424800824977;-0,053811998013999995;-0,03928179339600007
193;0,03250508627975667;-0,0324572634855344;-0,0017625779656573227
194;0,045527367630173746;0,044869744128287314;0,007710205262833031
195;0,08404478549718042;0,00328934346985291;0,08398039169237306
196;0,2098662602821748;-0,18501492080940102;-0,09906223439190442
197;0,1355106970278182;0,027329393705535013;0,13272623421408822
198;0,14323932676542792;-0,07081574447302419;-0,12450957821366346
199;0,06351666241278237;-0,016309521901962633;0,061387017352114125
200;0,14467132566326352;-0,13304587933432532;0,05682065171504277
201;0,16247891058705638;-0,16196635145661836;0,012895634198745079
202;0,1898508651179969;-0,18958090127001853;-0,010120911999386882
203;0,05364289737256958;0,04853843497316486;0,022838142850938617
204;0,22873890150642917;-0,1488763499178502;0,17365862344699654
205;0,0799029684936439;-0,07959328546917986;0,007028035452236434
206;0,10479115687317733;-0,10372801943128108;0,014889074641583188
207;0,03414968999994807;0,03136950640616916;-0,013496495653534127
208;0,0890618668719837;-0,01567830118839398;-0,08767101574961333
209;0,11349178115957667;-0,111854244955417;-0,019209692247061438
210;0,09993126055025298;0,00027487746742058637;-0,09993088250155929
211;0,17092487852773913;-0,16868757145485552;0,02756478435223799
212;0,059637329081848996;-0,04784686068313497;0,03559900199142422
213;0,04108651060902787;-0,00430461367671413;0,04086039225362387
214;0,07032483775189105;-0,05295729604514041;-0,04627210391172153
215;0,011074764140260731;0,01000128993049837;-0,004756532401709981
216;0,19175804073887948;-0,1900318335139315;-0,02567193875318306
217;0,08084941145913312;0,07246744744280698;-0,03584824116204607
218;0,19754834488633247;-0,11688824311316719;0,15925604286571507
219;0,2880871605982996;-0,12055604187880611;-0,2616494847464944
220;0,19192543158350112;0,1512199613996006;0,11818584755721166
221;0,13093614249606492;-0,03310218814153121;-0,12668274764936419
222;0,11256086262163635;0,09560619426605255;0,05940878228081024
223;0,06535686429947306;-0,04842825797912688;-0,04388876325629226
224;0,13556310063156252;0,13525085767698375;0,009195637578951931
225;0,10700242894878312;-0,05998133385915397;0,08861015398596309
226;0,0187377269431949;-0,006714060716362897;0,017493535940304485
227;0,15189127186581408;-0,008430186462977454;0,15165714762322965
228;0,06904386180062509;-0,0687912508082679;-0,005900734240566884
229;0,07769189107757792;0,07672248640285416;0,012234787263131687
230;0,027670805307683583;-0,02763656323259218;-0,0013761682552158316
231;0,02975464616196795;-0,028347325001526404;0,00904257338824243
232;0,04295346346319015;0,03842578971097477;-0,019195278288463475
233;0,07205031961019466;0,06578151749475125;0,029394566028756675
234;0,0517801016570959;-0,0383733072301439;0,03476590599768935
235;0,014176036380259249;-0,00600149707196336;-0,012842976304176884
236;0,020014524711109375;0,012571249359818073;0,01557385273286227
237;0,08744863906215934;-0,07326483501410545;0,04774440725550719
238;0,026260784653678294;-0,004851554972033656;-0,02580874318869869
239;0,025170482964834456;-0,0014741288987136225;0,025127279133901444
240;0,034587345411288196;-0,026524876517550283;-0,022197193253392835
241;0,02744951473985588;0,0024108666234601284;0,02734343763277491
242;0,04066277161660587;-0,03986235901113461;-0,008028283104852728
243;0,01357448920485138;0,0018796126528504986;0,013443727661919924
244;0,060570460567775944;-0,0580000039376347;0,017457956255726513
245;0,03092423053215051;-0,02947153049973121;-0,009366799026828904
246;0,015222049647261326;-0,014916831107677688;-0,003032976288846966
247;0,02147488254960853;-0,01963979171531084;0,008686147701869262
248;0,011172726806069745;-0,00799172423327503;-0,007807827358641717
249;0,01750683018947493;0,00034993286888032604;0,017503332547557565
250;0,030226029406565373;-0,026848548180914276;0,013884102933343561
251;0,016674178883943076;-0,016414677079247465;-0,002930293131712426
252;0,01262332989777631;-0,00734385955596905;0,010267238408174584
253;0,029720031938090027;-0,028994749315745;0,006525703833165891
254;0,01869745844904327;-0,017136593367114754;-0,007478777990010016
255;0,013552521166192677;-0,013174160005795119;0,0031799902675651165
