category;subcategory;confinementdebut1;status1d;confinementfin1;status1f;couvrefeudebut2;status2d;couvrefeufin2;status2f;confinementdebut3;status3d;confinementfin3;status3f;couvrefeudebut4;status4d;couvrefeufin4;status4f;couvrefeudebut5;status5d;couvrefeufin5;status5f;couvrefeudebut6;status6d;couvrefeufin6;status6f;couvrefeudebut7;status7d;couvrefeufin7;status7f;couvrefeudebut8;status8d;couvrefeufin8;status8f;confinementdebut9;status9d;confinementfin9;status9f;couvrefeudebut10;status10d;couvrefeufin10;status10f;couvrefeudebut11;status11d;couvrefeufin11;status11f;check
shop;gift;17/03/2020;-1;11/05/2020;1;22/10/2020;;30/10/2020;;30/10/2020;-1;15/12/2020;1;15/12/2020;;01/01/2021;;02/01/2021;;;;10/01/2021;;;;12/01/2021;;;;16/01/2021;;;;04/04/2021;-1;03/05/2021;1;20/03/2021;;;;19/05/2021;;;;0
shop;health_center;17/03/2020;-1;11/05/2020;1;22/10/2020;;30/10/2020;;30/10/2020;-1;15/12/2020;;15/12/2020;;01/01/2021;;02/01/2021;;;;10/01/2021;;;;12/01/2021;;;;16/01/2021;;;;04/04/2021;-1;03/05/2021;1;20/03/2021;;;;19/05/2021;;;;-1
shop;laundry;17/03/2020;-1;11/05/2020;1;22/10/2020;;30/10/2020;;30/10/2020;-1;15/12/2020;1;15/12/2020;;01/01/2021;;02/01/2021;;;;10/01/2021;;;;12/01/2021;;;;16/01/2021;;;;04/04/2021;-1;03/05/2021;1;20/03/2021;;;;19/05/2021;;;;0
shop;mobile_phone;17/03/2020;-1;11/05/2020;1;22/10/2020;;30/10/2020;;30/10/2020;-1;15/12/2020;1;15/12/2020;;01/01/2021;;02/01/2021;;;;10/01/2021;;;;12/01/2021;;;;16/01/2021;;;;04/04/2021;-1;03/05/2021;1;20/03/2021;;;;19/05/2021;;;;0
shop;music;17/03/2020;-1;11/05/2020;1;22/10/2020;;30/10/2020;;30/10/2020;-1;15/12/2020;1;15/12/2020;;01/01/2021;;02/01/2021;;;;10/01/2021;;;;12/01/2021;;;;16/01/2021;;;;04/04/2021;-1;03/05/2021;1;20/03/2021;;;;19/05/2021;;;;0
shop;musical_instrument;17/03/2020;-1;11/05/2020;1;22/10/2020;;30/10/2020;;30/10/2020;-1;15/12/2020;1;15/12/2020;;01/01/2021;;02/01/2021;;;;10/01/2021;;;;12/01/2021;;;;16/01/2021;;;;04/04/2021;-1;03/05/2021;1;20/03/2021;;;;19/05/2021;;;;0
shop;newsagent;17/03/2020;-1;11/05/2020;1;22/10/2020;;30/10/2020;;30/10/2020;-1;15/12/2020;1;15/12/2020;;01/01/2021;;02/01/2021;;;;10/01/2021;;;;12/01/2021;;;;16/01/2021;;;;04/04/2021;-1;03/05/2021;1;20/03/2021;;;;19/05/2021;;;;0
shop;pet;17/03/2020;-1;11/05/2020;1;22/10/2020;;30/10/2020;;30/10/2020;-1;15/12/2020;1;15/12/2020;;01/01/2021;;02/01/2021;;;;10/01/2021;;;;12/01/2021;;;;16/01/2021;;;;04/04/2021;-1;03/05/2021;1;20/03/2021;;;;19/05/2021;;;;0
shop;photo;17/03/2020;-1;11/05/2020;1;22/10/2020;;30/10/2020;;30/10/2020;-1;15/12/2020;1;15/12/2020;;01/01/2021;;02/01/2021;;;;10/01/2021;;;;12/01/2021;;;;16/01/2021;;;;04/04/2021;-1;03/05/2021;1;20/03/2021;;;;19/05/2021;;;;0
shop;second_hand;17/03/2020;-1;11/05/2020;1;22/10/2020;;30/10/2020;;30/10/2020;-1;15/12/2020;1;15/12/2020;;01/01/2021;;02/01/2021;;;;10/01/2021;;;;12/01/2021;;;;16/01/2021;;;;04/04/2021;-1;03/05/2021;1;20/03/2021;;;;19/05/2021;;;;0
shop;sewing;17/03/2020;-1;11/05/2020;1;22/10/2020;;30/10/2020;;30/10/2020;-1;15/12/2020;1;15/12/2020;;01/01/2021;;02/01/2021;;;;10/01/2021;;;;12/01/2021;;;;16/01/2021;;;;04/04/2021;-1;03/05/2021;1;20/03/2021;;;;19/05/2021;;;;0
shop;sports;17/03/2020;-1;11/05/2020;1;22/10/2020;;30/10/2020;;30/10/2020;-1;15/12/2020;;15/12/2020;;01/01/2021;;02/01/2021;;;;10/01/2021;;;;12/01/2021;;;;16/01/2021;;;;04/04/2021;-1;03/05/2021;1;20/03/2021;;;;19/05/2021;0,5;;;-0,5
shop;stationery;17/03/2020;-1;11/05/2020;1;22/10/2020;;30/10/2020;;30/10/2020;-1;15/12/2020;1;15/12/2020;;01/01/2021;;02/01/2021;;;;10/01/2021;;;;12/01/2021;;;;16/01/2021;;;;04/04/2021;-1;03/05/2021;1;20/03/2021;;;;19/05/2021;;;;0
shop;toys;17/03/2020;-1;11/05/2020;1;22/10/2020;;30/10/2020;;30/10/2020;-1;15/12/2020;1;15/12/2020;;01/01/2021;;02/01/2021;;;;10/01/2021;;;;12/01/2021;;;;16/01/2021;;;;04/04/2021;-1;03/05/2021;1;20/03/2021;;;;19/05/2021;;;;0
shop;variety_store;17/03/2020;-1;11/05/2020;1;22/10/2020;;30/10/2020;;30/10/2020;-1;15/12/2020;1;15/12/2020;;01/01/2021;;02/01/2021;;;;10/01/2021;;;;12/01/2021;;;;16/01/2021;;;;04/04/2021;-1;03/05/2021;1;20/03/2021;;;;19/05/2021;;;;0
shop;video_games;17/03/2020;-1;11/05/2020;1;22/10/2020;;30/10/2020;;30/10/2020;-1;15/12/2020;1;15/12/2020;;01/01/2021;;02/01/2021;;;;10/01/2021;;;;12/01/2021;;;;16/01/2021;;;;04/04/2021;-1;03/05/2021;1;20/03/2021;;;;19/05/2021;;;;0
